"site","site_type","zone","year","n_macro_plants_","macro_stipe_density_","macro_stipe_sd_","density_purps_on_kelp","density_ptecal","density_eisarb","density_nerlue","density_lamset","density_cancer_spp","density_lamstump","density_macstump","purple_urchin_densitym2","red_urchin_densitym2","tegula_densitym2","pomaulax_densitym2","lamr","macr","macj","nerj","ptej","lsetj","eisj","cov_crustose_coralline","cov_desmarestia_spp","cov_dodecaceria_spp","cov_lam_holdfast_live","cov_articulated_coralline","cov_shell_debris","cov_fleshy_red","cov_encrusting_red","cov_bare_rock","cov_stephanocystis","cov_green_algae","cov_barnacle","cov_phragmatopoma","cov_cup_corals","cov_bare_sand","cov_diopatra_chaetopterus","cov_colonial_tunicate","cov_tubeworm_other_solitary","cov_dictyota_dictyopteris","cov_sponge","cov_other_anemone","cov_hydroids","cov_red_turf_2_cm","cov_dead_kelp_holdfast_any","cov_mac_holdfast_live","cov_salmacina","cov_corynactis_californica","cov_dictyoneurum_spp","cov_solitary_tunicate","cov_bryozoan","cov_embedded_cucumber","cov_sediment_mud","cov_thylacodes_orange_rim","cov_mussel","cov_egregia_menziesii","cov_petaloconchus","prop_purp_concealedm2","prop_red_concealedm2"
"REC_01","BAR","Deep","2024",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,-0.548282872501562,-0.180798529497356,-0.259596055707866,-0.142044909053176,-0.193482684254116,-0.189207367244234,-0.292938742340963,-0.118541510448771,0.330493293392151,0.644980627701772,0.549429345880004,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.241660238351178,-0.227050312679648,-0.101015254455221,1.35991934747217,-0.553577293423046,1.45736502293982,-0.509281844810986,0.0178892219588219,0.788440205252533,-0.862284529141131,-0.255873746069577,-0.585414855253371,-0.365531324375552,-0.180601762137269,-0.541176961135186,-0.462318961284916,0.4407504688656,-0.661464820396169,-0.24385144207024,-0.0721060198444839,-0.334276065218971,-0.168604960315834,-0.228050801168965,-0.587302376661846,-0.425565790136267,-0.381121968853913,1.09344645713359,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,-1.26872264431451,0.537189343509552
"REC_01","BAR","Deep","2025",-0.532361378422799,-0.64312227740398,-0.604822317757259,0.684579062564596,0.268882725495698,-0.180798529497356,-0.246434308516699,-0.125917325606773,-0.193482684254116,-0.189207367244234,-0.292938742340963,-0.2984106896775,1.20153792142704,2.07332552889821,2.19531812873451,-0.190010706768346,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.124535098101843,-0.071449399094994,-0.101015254455221,0.714380654465625,-0.553577293423046,1.17057431561431,-0.209138077164649,0.417339697089985,1.06853858992536,-0.384014802001765,-0.61704533002787,-0.585414855253371,0.334248643591784,-0.180601762137269,-0.541176961135186,-0.462318961284916,2.44975260602043,-0.525240002986451,-0.24385144207024,1.40445307309032,2.1856511956625,0.872231960059078,-0.427087505497095,-0.587302376661846,-0.425565790136267,-0.381121968853913,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,-0.33977397913027,1.03814009223982
"REC_01","BAR","Shallow","2024",-0.532361378422799,-0.64312227740398,-0.604822317757259,0.234319007991909,-0.548282872501562,-0.180798529497356,-0.259596055707866,-0.142044909053176,-0.193482684254116,-0.189207367244234,-0.292938742340963,0.749792458241642,0.722463376007853,2.4764873961714,0.471053689553599,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.241660238351178,-0.227050312679648,-0.101015254455221,0.961204272379892,-0.553577293423046,-0.263379221013221,-0.509281844810986,0.173231073398719,-0.612051718111624,-0.661411243742597,-0.0752879540904312,3.50286210570948,0.334248643591784,-0.180601762137269,-0.541176961135186,-0.462318961284916,-0.563750599711814,-0.661464820396169,-0.24385144207024,-0.0721060198444839,-0.334276065218971,-0.168604960315834,0.170022607487294,-0.587302376661846,-0.425565790136267,-0.381121968853913,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,-1.29092296569366,0.609288087780872
"REC_01","BAR","Shallow","2025",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,-0.548282872501562,-0.180798529497356,-0.259596055707866,-0.142044909053176,-0.193482684254116,-0.189207367244234,-0.292938742340963,1.12813797317104,1.1579856900253,1.72775821409262,1.56831287812327,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.241660238351178,-0.227050312679648,-0.101015254455221,0.728620478576064,-0.553577293423046,1.45736502293982,-0.509281844810986,0.0178892219588219,-0.612051718111624,-0.661411243742597,0.647055213826153,-0.585414855253371,-0.598791313697998,-0.180601762137269,-0.291514960234892,-0.462318961284916,0.4407504688656,-0.661464820396169,-0.24385144207024,-0.0721060198444839,4.70557845654397,-0.168604960315834,1.16520612912794,1.15680771160667,1.31216118625349,-0.381121968853913,-0.397814516213612,-0.541751818693205,-0.122797222304571,0.399669403594212,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,-1.08178725893396,0.698896527089512
"REC_01","FOR","Deep","2024",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,0.477520750516276,2.85661676605823,-0.220110814134367,-0.142044909053176,-0.193482684254116,-0.189207367244234,-0.292938742340963,-0.850422998344977,-0.584103566044487,0.748650822143449,0.235926720574383,-0.190010706768346,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.218235210301311,-0.227050312679648,-0.101015254455221,0.263452890968407,3.99503940386489,-0.550169928338728,0.0910056904816882,-0.37046540664092,0.22824343590687,-0.862284529141131,-0.255873746069577,-0.585414855253371,0.334248643591784,-0.180601762137269,0.207809041565697,-0.462318961284916,-0.563750599711814,-0.525240002986451,-0.24385144207024,-0.441245793078185,-0.334276065218971,-0.168604960315834,-0.427087505497095,-0.587302376661846,-0.425565790136267,-0.381121968853913,-0.397814516213612,-0.541751818693205,-0.122797222304571,0.399669403594212,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,0.506291242991015,0.587658464499476
"REC_01","FOR","Deep","2025",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,0.825250792217238,8.42521147457681,2.45611111473611,-0.0855983669907663,-0.193482684254116,0.176759514136061,-0.292938742340963,-0.87523254030756,-0.14858125202704,-0.253494390792763,1.17643459649125,-0.12875725524434,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.0542600139522426,0.0841515144896596,9.79847968215645,-0.533977259216148,2.3309113438815,0.5969929009633,1.89186829635971,0.406243850558564,-0.612051718111624,-0.326622434745041,0.737348109815727,-0.585414855253371,0.100988654269339,-0.180601762137269,-0.541176961135186,-0.462318961284916,1.44525153744301,-0.661464820396169,-0.24385144207024,-0.0721060198444839,-0.334276065218971,-0.168604960315834,-0.0290140968408352,-0.587302376661846,1.31216118625349,-0.202414060013322,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.0422305111161392,-0.253705535104344,-0.414345285073313,3.33694532194231,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,0.988518165929768,2.10173209419718
"REC_01","FOR","Shallow","2024",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,-0.47873686416137,3.36285264865083,-0.206949066943201,-0.117853533883572,-0.193482684254116,-0.189207367244234,-0.292938742340963,-0.534101338322041,-0.714760260249721,1.14029377892312,-0.704581155342479,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.241660238351178,-0.227050312679648,-0.101015254455221,-0.396325626148576,0.666783283898107,-0.550169928338728,-0.509281844810986,2.61431731031138,-0.612051718111624,0.0272971633380903,0.569661302977948,-0.585414855253371,-0.598791313697998,-0.180601762137269,-0.541176961135186,-0.462318961284916,-0.563750599711814,-0.661464820396169,-0.24385144207024,-0.441245793078185,-0.334276065218971,-0.168604960315834,-0.427087505497095,1.15680771160667,-0.425565790136267,-0.0237061511727314,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,0.893775898497859,-0.277526466756357
"REC_01","FOR","Shallow","2025",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,-0.270098839140793,1.84414500087304,0.437976545423946,-0.117853533883572,-0.193482684254116,0.298748474596159,-0.292938742340963,-0.195037598166736,-0.366342409035764,-0.195899838325165,-0.547829842689669,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.0832692725883292,-0.194810182251444,0.0841515144896596,-0.101015254455221,-0.633656027989217,-0.220751681426368,-0.550169928338728,0.391149458128025,3.20239717647671,-0.612051718111624,0.20903965965105,0.466469421847007,-0.270932012102382,-0.598791313697998,-0.180601762137269,-0.541176961135186,-0.462318961284916,-0.563750599711814,-0.661464820396169,-0.24385144207024,-0.441245793078185,-0.334276065218971,-0.168604960315834,-0.427087505497095,-0.587302376661846,-0.425565790136267,0.155001757667859,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,4.30947034366907,-0.101015254455221,2.85129132171561,-0.101015254455221,1.08508948838759,1.45284339575531
"REC_01","INCIP","Deep","2024",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,-0.548282872501562,-0.180798529497356,-0.259596055707866,-0.142044909053176,-0.193482684254116,-0.189207367244234,-0.292938742340963,0.390054099784185,1.37574684703402,0.644980627701772,0.0791754079215726,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.241660238351178,-0.227050312679648,-0.101015254455221,1.65895565379138,-0.553577293423046,-0.263379221013221,-0.509281844810986,-0.603478183800765,-0.612051718111624,-0.79532676734162,-0.797631122007016,4.76079347831343,-0.598791313697998,-0.180601762137269,-0.541176961135186,-0.462318961284916,0.4407504688656,-0.661464820396169,-0.24385144207024,-0.441245793078185,-0.334276065218971,-0.168604960315834,-0.0290140968408352,-0.587302376661846,-0.425565790136267,-0.381121968853913,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,-1.13337919490104,-0.604941918076388
"REC_01","INCIP","Deep","2025",-0.532361378422799,-0.64312227740398,-0.604822317757259,-0.215941046580779,-0.548282872501562,-0.180798529497356,-0.259596055707866,-0.142044909053176,-0.193482684254116,-0.189207367244234,-0.292938742340963,0.731185301769704,1.28864238423053,1.45130436224815,-0.0775759047312378,-0.312517609816359,-0.337293284138788,-0.372042766966906,-0.228990499617905,-0.241660238351178,-0.227050312679648,-0.101015254455221,1.95799196011059,-0.553577293423046,0.5969929009633,-0.509281844810986,-0.215123555201023,-0.612051718111624,-0.594453481943086,-0.797631122007016,-0.585414855253371,-0.598791313697998,-0.180601762137269,-0.541176961135186,-0.462318961284916,-0.563750599711814,-0.661464820396169,-0.24385144207024,-0.441245793078185,-0.334276065218971,-0.168604960315834,-0.427087505497095,-0.587302376661846,-0.425565790136267,-0.381121968853913,-0.397814516213612,-0.541751818693205,-0.122797222304571,-0.36832278370447,-0.337844088929113,-0.253705535104344,-0.414345285073313,-0.296617361950427,-0.201079187890213,-0.136088537168497,-0.101015254455221,-0.153295232350302,-0.101015254455221,-1.2692395124803,-0.436799147282999
